age,sex,body_weight,r_form,r_resorp,r_to,FBFR,TFBFR,CFBFR,f_form,f_resorp,net_accretion,k3,k4,Ki
5.1,F,18.39887591888499,1.2386600576906222,1.2101281355754838,1.0,0.12386600576906222,0.4025645187494522,0.05419137752396472,0.06928145622967119,0.06768559213371109,0.0015958640959601034,0.16350312761516214,0.0024202562711509675,0.04111791916056888
5.6,F,19.20917711623941,1.1669387026794564,1.14614029409645,1.0,0.11669387026794564,0.37925507837082334,0.05105356824222622,0.06814443395963553,0.0669298922044466,0.0012145417551889248,0.15403590875368825,0.0022922805881929,0.03962714409352993
6.1,F,20.069629617820215,1.1251141947844538,1.1067019373377398,1.0,0.1125114194784454,0.3656621133049475,0.04922374602181985,0.06864510050791109,0.06752173785826525,0.0011233626496458399,0.1485150737115479,0.0022134038746754797,0.03872574187641219
6.6,F,21.015112224547977,1.1179033055449055,1.0926567758002186,1.0,0.11179033055449056,0.3633185743020943,0.04890826961758961,0.07141830480354679,0.06980540648971723,0.001612898313829561,0.14756323633192753,0.002185313551600437,0.03856785243320868
7.1,F,22.082927596306824,1.1679186543986178,1.1163258823454631,1.0,0.11679186543986178,0.3795735626795508,0.051096441129939524,0.07840483177372073,0.07494130064650331,0.003463531127217423,0.15416526238061756,0.0022326517646909265,0.03964797449925497
7.6,F,23.311765453078742,1.3256869285594244,1.207381489296436,1.0,0.13256869285594244,0.43084825178181296,0.057998803124474814,0.09394847233808055,0.08556443003623695,0.0083840423018436,0.17499067456984402,0.002414762978592872,0.042839286372232006
8.1,F,24.7390390607233,1.6761892512916319,1.4166749946553798,1.0,0.1676189251291632,0.5447615066697804,0.07333327974400888,0.12606062653703942,0.10654342120855344,0.019517205328485984,0.22125698117049541,0.00283334998931076,0.04893666847959599
8.6,F,26.39622796371721,2.3286145023155784,1.809933570426039,1.0,0.23286145023155785,0.756799713252563,0.10187688447630655,0.18685858329792931,0.14523727413741705,0.041621309160512265,0.30737711430565634,0.0036198671408520784,0.05762874600330034
9.1,F,28.302278027210477,3.375063435973626,2.442668303378362,1.0,0.33750634359736265,1.0968956166914285,0.14765902532384612,0.29038683052216946,0.21016455544942547,0.08022227507274399,0.44550837354851863,0.0048853366067567235,0.06712626227594731
9.6,F,30.455966735012495,4.818883872000415,3.316696996392097,1.0,0.48188838720004146,1.5661372584001347,0.21082616940001814,0.44616185139281983,0.3070801687123901,0.13908168268042975,0.6360926711040548,0.006633393992784195,0.07541256663447447
10.1,F,32.829293457936096,6.504232169577556,4.3374239534989485,1.0,0.6504232169577556,2.1138754551127055,0.284560157419018,0.6491292137053742,0.432879474015531,0.21624973968984323,0.8585586463842374,0.008674847906997896,0.08150688440006149
10.6,F,35.36481783845726,8.103599551751307,5.306259440387982,1.0,0.8103599551751307,2.6336698543191748,0.35453248038911966,0.8712102588298063,0.5704708914792621,0.3007393673505442,1.0696751408311727,0.010612518880775964,0.08540158766332014
11.1,F,37.9795421073287,9.205698638555564,5.973870011615846,1.0,0.9205698638555564,2.9918520575305583,0.4027493154368059,1.0628697859740146,0.6897299368556115,0.37313984911840314,1.2151522202893346,0.011947740023231693,0.08743572699185918
11.6,F,40.575874006414764,9.482925004061064,6.141660586712879,1.0,0.9482925004061065,3.081950626319846,0.41487796892767154,1.1697250293382684,0.7575778683161405,0.4121471610221279,1.2517461005360606,0.012283321173425758,0.08788569588602371
12.1,F,43.057097864885804,8.847720041962344,5.7565331101909365,1.0,0.8847720041962344,2.8755090136377617,0.38708775183585253,1.158109729092768,0.7534932128433577,0.4046165162494103,1.1678990455390295,0.011513066220381873,0.08682052156107468
12.6,F,45.34249632120863,7.496784729339285,4.937678162514612,1.0,0.7496784729339285,2.436455037035268,0.3279843319085937,1.033365719393317,0.6806154279141582,0.3527502914791588,0.9895755842727857,0.009875356325029224,0.08407908366855288
13.1,F,47.377444764681854,5.812890708187848,3.9170633595881355,1.0,0.5812890708187849,1.8891894801610507,0.25431396848321836,0.8372157216889187,0.5641645769942839,0.27305114469463476,0.767301573480796,0.007834126719176271,0.07932687210538819
13.6,F,49.13630967585628,4.190542893807967,2.933772154255812,1.0,0.4190542893807967,1.3619264404875893,0.18333625160409855,0.6259597525539259,0.43823040075334946,0.18772935180057643,0.5531516619826516,0.005867544308511624,0.0722849732278735
14.1,F,50.61904288155302,2.8926700242428263,2.1471481315720307,1.0,0.28926700242428266,0.9401177578789186,0.12655431356062363,0.44512953151796514,0.33040721336907686,0.11472231814888828,0.3818324432000531,0.004294296263144062,0.06325755970856695
14.6,F,51.844201764832114,2.004708705875441,1.60896613299071,1.0,0.20047087058754412,0.6515303294095184,0.08770600588205055,0.31595486878645046,0.25358331708791826,0.0623715516985322,0.26462154917555825,0.00321793226598142,0.053671503321778835
15.1,F,52.8412469581301,1.477274511178821,1.2892928241548458,1.0,0.1477274511178821,0.48011421613311683,0.06463075986407342,0.23730552290125909,0.2071086351884341,0.030196887712825,0.19500023547560438,0.0025785856483096915,0.045629170454431725
15.6,F,53.6440160515715,1.2028978466037483,1.1229927983904306,1.0,0.12028978466037483,0.3909418001462182,0.05262678078891399,0.19616594503050128,0.1831352048560726,0.013030740174428679,0.15878251575169477,0.0022459855967808615,0.040383043994357395
16.1,F,54.28613113990136,1.0771990800576732,1.0468040798213543,1.0,0.10771990800576732,0.3500897010187438,0.0471274597525232,0.17776999039232755,0.17275390840709606,0.005016081985231485,0.14219027856761288,0.0020936081596427086,0.037662507900277475
16.6,F,54.79829095875698,1.0262958519910819,1.0159483871629336,1.0,0.1026295851991082,0.33354615189710163,0.044900443524609826,0.170967346469805,0.16924359536925634,0.0017237511005486483,0.13547105246282282,0.0020318967743258674,0.0364955222783918
17.1,F,55.20702160026124,1.0080246109370667,1.0048713018918005,1.0,0.10080246109370668,0.3276079985545467,0.04410107672849667,0.16917611086757664,0.16864689307383074,0.0005292177937459008,0.1330592486436928,0.002009742603783601,0.036066863026892174
17.6,F,55.534390455351925,1.002198839082427,1.0013380551406663,1.0,0.10021988390824271,0.3257146227017888,0.043846199209856176,0.1691957649962519,0.16905044353723284,0.00014532145901907656,0.13229024675888038,0.002002676110281333,0.035929071435660355
18.1,F,55.798269473738294,1.000544955664911,1.000334001472625,1.0,0.10005449556649111,0.3251771105910961,0.04377384181033986,0.16971917825261196,0.16968339478085384,3.578347175811625e-05,0.13207193414776827,0.00200066800294525,0.03588985465014269
18.6,F,56.01285686609876,1.000125258064371,1.0000784719402256,1.0,0.1000125258064371,0.32504070887092057,0.04375548004031622,0.17030041370151427,0.17029244700311005,7.966698404221484e-06,0.13201653406449695,0.002000156943880451,0.03587989582134621
19.1,F,56.1892770921919,1.0000290226207533,1.0000193458753233,1.0,0.10000290226207534,0.32500943235174484,0.043751269739657955,0.1708203598709049,0.17081870693374074,1.652937164170476e-06,0.13200383098593946,0.0020000386917506468,0.03587761189200739
19.6,F,56.33616028499405,1.0000083352346192,1.0000062576838582,1.0,0.10000083352346192,0.3250027089512513,0.043750364666514586,0.171263354774727,0.17126299896937972,3.5580534729628965e-07,0.13200110025096973,0.0020000125153677166,0.0358771209045275
20.1,F,56.460154966462795,1.0000036248374196,1.0000030249816005,1.0,0.10000036248374196,0.3250011780721614,0.043750158586637104,0.17163949326104952,0.1716393903024739,1.0295857560960187e-07,0.13200047847853938,0.002000006049963201,0.03587700910858015
20.6,F,56.566358855888154,1.0000021506625645,1.00000187204864,1.0,0.10000021506625645,0.32500069896533346,0.043750094091487196,0.17196210075355722,0.17196205284262453,4.791093269340685e-08,0.13200028388745852,0.00200000374409728,0.03587697412063487
21.1,F,56.65866898618778,1.0000014281280283,1.0000012559692844,1.0,0.10000014281280284,0.3250004641416092,0.04375006248060123,0.17224259970214387,0.17224257004911658,2.9653027283638167e-08,0.13200018851289974,0.0020000025119385687,0.03587695697204662
21.6,F,56.74005989698507,1.0000009743865408,1.0000008586285947,1.0,0.10000009743865408,0.3250003166756258,0.04375004262941116,0.17248995015855673,0.1724899301914938,1.9967062919734602e-08,0.13200012861902338,0.0020000017172571894,0.035876946202971015
22.1,F,56.81280123366673,1.0000006683457603,1.0000005891414747,1.0,0.10000006683457603,0.3250002172123721,0.04375002924012701,0.17271103118095515,0.1727110175015105,1.3679444660352758e-08,0.13200008822164036,0.0020000011782829496,0.03587693893941404
22.6,F,56.87862606444697,1.0000004588463365,1.0000004044889654,1.0,0.10000004588463365,0.32500014912505937,0.04375002007452722,0.17291110257550835,0.1729110931765197,9.398988642939088e-09,0.13200006056771643,0.0020000008089779307,0.03587693396716405
23.1,F,56.93886004170149,1.0000003150651608,1.0000002777417198,1.0,0.1000000315065161,0.32500010239617727,0.04375001378410078,0.17309418906270388,0.17309418260223514,6.460468743307857e-09,0.13200004158860124,0.0020000005554834397,0.03587693055466762
23.6,F,56.9945199494375,1.000000216353624,1.0000001907218903,1.0,0.1000000216353624,0.3250000703149278,0.04375000946547104,0.17326337813244166,0.17326337369140188,4.441039785918477e-09,0.13200002855867837,0.0020000003814437807,0.03587692821185193
24.1,F,57.046388584848174,1.0000001485927,1.000000130984388,1.0,0.10000001485927,0.32500004829262746,0.04375000650093062,0.17342104706703626,0.17342104401338482,3.0536514428192163e-09,0.1320000196142364,0.002000000261968776,0.035876926603616764
